temperature,smoke_level,gas_level
28.87048732577914,0.01578748773483494,0.05814721091072383
24.282940201281907,0.12493278992876816,0.08311479025210955
21.090355332904302,0.004817909413655986,0.05852984808594323
87.03489107245508,0.7128015706925956,0.6425101057487471
26.229219623929822,0.062235837321370016,0.017833826061483694
20.81715833901751,0.17896294848773445,0.08066670088060243
22.481667770215203,0.0994925144384361,0.0014475895801741136
20.87771607720005,0.19136635233985544,0.02693890693290876
20.45918556832168,0.04607161733597698,0.00048174460532723895
27.61640955418663,0.08070039840257877,0.037967417989062426
22.842329090597286,0.05834086588558734,0.08339526622827217
23.436649221440273,0.14858645009343208,0.07205264079196813
90.56660430165505,0.6852200189176063,0.5986445027129168
88.84945437283572,0.8914828851451139,0.5804871476161516
26.475263942087707,0.00952685129682409,0.07708148958230915
21.924316271087893,0.00868247319523412,0.08354562740075
27.74542886035814,0.15003357302791218,0.0721640695050854
27.004156040980334,0.1324524707402902,0.0601558227254722
29.255690078442477,0.07070559056531418,0.06572528334316706
26.0261637731465,0.03586581053302358,0.061493219788016945
28.664266519813605,0.09778108357401563,0.07987140547827519
29.36214642247817,0.05236831952840437,0.03035647827620479
28.60759315334444,0.03319804811039271,0.09810886760575473
25.887021495729734,0.007373625315610633,0.010178916116620274
108.7583274348862,0.6172936278536305,0.4183006704486188
24.33621663085723,0.08104596865328016,0.04003964597254283
91.35532696148955,0.8528292959225496,0.44888799437860916
29.779271745718795,0.1624081121925245,0.032880603557454334
23.397123307377512,0.17741195739490656,0.011934675427225783
21.33477078573702,0.021041420436542425,0.05730777496738472
26.895891657086537,0.14728209469608153,0.0803496850759758
29.63584077950694,0.15049738546025038,0.03054433558746368
24.110603714813156,0.1363616263265867,0.017895869090748296
22.08979911070642,0.07089830334315383,0.07161102086110033
25.755408522239062,0.07640072937269636,0.05249176436018116
28.87943513318547,0.0422320881826973,0.006756959506813909
22.482032240370383,0.1041631501793468,0.08213263127437853
91.21817422359668,0.8037749891684496,0.3842831175034603
29.985539429335297,0.12471716778116047,0.05934573184847868
28.031822676342628,0.19443196339388846,0.010731665038152406
21.578154309644386,0.07794165940700769,0.07928046218793049
28.024009797816323,0.05583974678242057,0.09854637480677374
28.550882194760298,0.04090653635997543,0.08147981519596424
20.342462355592566,0.14891886353563327,0.010959892690029928
22.523555746468325,0.10817206995337594,0.0756783395682717
27.531355472199422,0.13161032980313508,0.05451542430042231
22.40632052529643,0.18422562034198225,0.01328134451618448
27.812386377496523,0.17946213970561917,0.05496970206226627
26.728156938877152,0.12540882281157192,0.004190075958440909
81.7864296759802,0.8800126995697455,0.7780649671908098
118.80976191637745,0.9965382487465326,0.7659014268694265
25.152427274483546,0.002963136982736092,0.08616222046331187
29.178674040654748,0.1629415826644117,0.01752516717639199
26.85877258190108,0.1564486314650665,0.077032677327021
26.894517129396462,0.01566154201972907,0.030807216763248393
27.497088022615753,0.11491004939323453,0.06491792045093615
27.876355620283043,0.1730477531706398,0.0953885153181519
29.157003335092654,0.19868378233624528,0.020218623070131548
25.99355574068501,0.009013227465090057,0.08948408000006013
20.829466715284877,0.11062593498440763,0.08670383408895976
22.242597064577662,0.06912794547272794,0.019006332506818647
25.907069791651935,0.11208867539580168,0.044440510816042646
20.59125966604736,0.13326279391509901,0.041702521674647955
24.498991180587698,0.01599498785530853,0.007537938997507787
24.41246463644026,0.16191586519553997,0.04456105859854836
